Gene_name	param0	param1	prior_mean	post_mean	post_lower_95	post_upper_95
YMR267W	-25.244459890648088	3.080795289747459	1.0999510518735255e-09	1.0341026186018733e-09	6.847834964950198e-14	1.71888367095934e-09
YKL209C	-25.244459890648088	2.2327265504174805	1.2816541748549633e-10	1.3065391857122566e-10	2.7632027193955193e-13	4.265563204360098e-10
YNL305C	-25.244459890648088	3.080795289747459	1.2078484920181919e-09	1.2284240916834954e-09	6.847834964950198e-14	1.727378285286066e-09
YJR032W	-25.244459890648088	2.9030144574734518	7.796537897749101e-10	7.059560777365281e-10	9.174021099028221e-14	1.283404576925418e-09
YML007C-A	-24.996500658690294	3.74037507714856	8.25372371912716e-09	1.6332167809232954e-08	2.9650871884771604e-14	6.55055236758193e-09
YDR208W	-25.244459890648088	2.2327265504174805	1.41858341270411e-10	1.3167036604797592e-10	2.7632027193955193e-13	4.265563204360098e-10
YPL231W	-24.7338511728489	55.82290508883636	0.3216929266691418	1.62674992052166e-07	3.9641467785339474e-57	1.9622753145201042e-07
YKL089W	-25.244459890648088	1.6770872046642997	4.600924191514827e-11	4.4385600010264505e-11	6.892248740113807e-13	1.711647471533733e-10
YJL127C-B	-24.7338511728489	16.457958748894583	0.06602775988772278	0.0806650799582717	4.701486113385783e-23	0.9760687004020999
YKR071C	-24.7338511728489	10.431629665179427	0.009463663526878796	4.660274468871215e-07	3.876128529979788e-19	1.5668985902756736e-06
YMR171C	-25.244459890648088	1.8594918167193473	5.97731675772554e-11	6.128472805609959e-11	5.105652699203912e-13	2.309921576864629e-10
YKL033W	-25.244459890648088	1.7521877047313772	5.257885461469111e-11	5.046387167556559e-11	6.091289213763974e-13	1.9364837408639798e-10
YNR033W	-25.244459890648088	1.8594918167193473	6.260446345769331e-11	6.126996214541424e-11	5.105652699203912e-13	2.309921576864629e-10
YGR126W	-24.996500658690294	3.74037507714856	7.0569144342709455e-09	9.029156521181278e-09	2.9650871884771604e-14	6.511463105881795e-09
YGL101W	-24.996500658690294	3.74037507714856	5.74836606327391e-09	2.6059070725626618e-08	2.9650871884771604e-14	6.629436275265955e-09
YDR397C	-25.244459890648088	2.9030144574734518	6.277835815039239e-10	6.966179307193199e-10	9.174021099028221e-14	1.283404576925418e-09
YLL014W	-24.981810404806694	9.326987394267503	0.004108300786052212	5.630762146643663e-07	2.2788358050089353e-18	1.3047322257667654e-06
YFL038C	-24.7338511728489	53.20017010047623	0.32252050775618213	0.5041250984434165	5.293936369309415e-44	1.0
YDR519W	-24.7338511728489	18.03907546675342	0.08880640818772731	0.13339181648871057	1.024395872444598e-23	0.9998116139495504
YGL186C	-24.981810404806694	5.5325896548177145	7.387158379928104e-06	9.749976432527504e-08	1.550141747892537e-15	1.0159996263462741e-07
YOR004W	-24.981810404806694	15.673875347137605	0.059089498905858955	4.424351204784225e-07	1.8489050939625513e-23	1.5621556353615979e-06
YJR064W	-24.7338511728489	32.32299831875739	0.22157031122675733	0.5870165976928745	7.594854365415744e-22	1.0
YFR022W	-25.244459890648088	1.7521877047313772	4.6993434555400906e-11	5.047268145440303e-11	6.091289213763974e-13	1.9364837408639798e-10
YPL013C	-24.981810404806694	14.44611279293349	0.04019347358837956	0.06541899233700736	1.4174349125291054e-21	0.8290032312402449
YNL138W	-24.7338511728489	6.648165217082145	3.853312930491698e-05	7.13253427740114e-07	3.2268762577473286e-16	1.0734145128654196e-06
YPL264C	-25.244459890648088	3.485703672997151	7.259235106228305e-09	2.981372699497325e-09	3.517929562354785e-14	3.3251319678771013e-09
YOR334W	-24.996500658690294	4.040813085163349	2.0887389781812067e-08	1.1744017033726483e-08	1.7972013220182588e-14	1.0396087070072561e-08
YKL221W	-25.244459890648088	2.9030144574734518	6.332369169296825e-10	6.761764535700918e-10	9.174021099028221e-14	1.283404576925418e-09
YMR264W	-24.981810404806694	22.172470970883385	0.1215164587523807	0.23123260074751756	6.385221076382383e-26	0.9999999685314095
YIL110W	-25.244459890648088	2.115757426206876	1.0007872172671017e-10	1.0181207536958274e-10	3.349464455622837e-13	3.519614046484683e-10
YJL035C	-25.244459890648088	2.9030144574734518	5.93982867619023e-10	6.827356619430469e-10	9.174021099028221e-14	1.283404576925418e-09
YEL063C	-24.7338511728489	35.10792083249516	0.24119399965032035	6.645969770557738e-07	1.7758677930812258e-39	2.035137980588018e-06
YPL122C	-25.244459890648088	3.485703672997151	2.048199549982517e-09	1.2883561459374029e-08	3.517929562354785e-14	3.4001518670803663e-09
YPR066W	-25.244459890648088	1.6320361351662982	4.25057365278712e-11	4.119682361049616e-11	7.422417546477585e-13	1.589502412970901e-10
YJL065C	-25.244459890648088	2.9030144574734518	5.19998047752157e-10	7.216541934204056e-10	9.174021099028221e-14	1.283404576925418e-09
YGR095C	-24.981810404806694	21.874891640187652	0.12504643195545445	0.23612662564698048	1.4619280103786968e-25	0.9999999647991388
YER119C	-24.996500658690294	3.9539573971592366	3.851562164156306e-08	1.911630840564386e-08	2.0866733606645e-14	9.42662975506484e-09
YLR313C	-25.244459890648088	2.4751789446225723	2.0333404628624363e-10	2.2616663954316524e-10	1.8544067470744673e-13	6.35353812352085e-10
YLR412C-A	-25.244459890648088	3.080795289747459	9.051150125069318e-10	1.165005082703866e-09	6.847834964950198e-14	1.71888367095934e-09
YER166W	-24.996500658690294	3.7338467913883737	4.9981095532362335e-08	6.2772003909529394e-09	2.997100244959329e-14	6.403604751243054e-09
YPR152C	-25.244459890648088	4.928028244046115	6.715104352678168e-07	2.405205600517857e-08	3.2288102889776407e-15	2.8019400272049697e-08
YGR255C	-25.244459890648088	3.3282538950643046	2.4902505426824004e-09	1.970648572649543e-09	4.557945249149649e-14	2.5677087355770973e-09
YGR234W	-24.7338511728489	25.19318969619845	0.1637383197200049	1.771334693752004e-07	2.3409704041672835e-31	5.280883065607396e-07
YGR121C	-25.244459890648088	3.080795289747459	9.966416332372239e-10	1.7383004483099021e-09	6.847834964950198e-14	1.727378285286066e-09
YGL189C	-24.7338511728489	77.69685793256546	0.3763159758667159	0.4856508252406321	8.11445565075908e-63	1.0
YPR184W	-25.244459890648088	1.8929286124798093	6.59581492214303e-11	6.520504163672329e-11	4.832413133358842e-13	2.440401102858267e-10
YBR296C	-24.996500658690294	26.320237645373204	0.16369224270160845	4.179999982702187e-07	2.987609231399103e-32	1.4934235607677416e-06
YIR023W	-25.244459890648088	1.7521877047313772	5.283650623769682e-11	5.04882124096238e-11	6.091289213763974e-13	1.9364837408639798e-10
YIL037C	-25.244459890648088	0.9850566339254462	1.7604956563606277e-11	1.7667152242125982e-11	2.151527458010296e-12	5.489203010160812e-11
YLR376C	-25.244459890648088	3.1361931796208444	3.230669067902152e-09	1.2327630204974637e-09	6.25139711260791e-14	1.8827132753832264e-09
YBR026C	-24.996500658690294	3.1535352513066104	1.3932387179724322e-09	1.540366413015608e-09	7.746111345009014e-14	2.4697733380358495e-09
YDR194C	-24.7338511728489	8.55138190886439	0.003380749520617309	1.9393602321073387e-06	1.4096983881378416e-17	9.442807463403555e-06
YLR398C	-24.996500658690294	4.8056998776128035	2.6818115503788595e-07	4.1526309165381165e-08	5.100712154718398e-15	3.553264003433574e-08
YDL074C	-25.244459890648088	4.484641662436138	5.821623525099187e-08	1.6620347343936637e-08	6.753521320584791e-15	1.5840855106059486e-08
YER019W	-24.996500658690294	4.32220269429459	7.597811771171792e-08	1.7743536152047368e-08	1.1307763686561925e-14	1.6028833551960653e-08
YML129C	-24.7338511728489	17.064652325066316	0.0728040937451759	0.09485043226723588	2.1288769399854735e-23	0.9947711859302721
YCL038C	-25.244459890648088	2.9030144574734518	6.767127896850319e-10	8.658071420392599e-10	9.174021099028221e-14	1.289380228928332e-09
YLL024C	-24.7338511728489	55.22441654731233	0.33727953226295276	0.7605282194878675	1.58887388400179e-20	1.0
YPL076W	-25.244459890648088	3.485703672997151	3.6710734080032095e-09	3.900820961515937e-09	3.517929562354785e-14	3.3624327010173262e-09
YNR052C	-24.981810404806694	6.026277267749405	7.700510615541952e-05	3.1818192226236786e-07	6.937183968601722e-16	2.543601646827265e-07
YEL027W	-24.7338511728489	56.407235049048296	0.3354783774765547	0.4702523580245559	1.0907350445010398e-47	1.0
YMR138W	-25.244459890648088	2.9030144574734518	5.767905297570473e-10	6.757303032993129e-10	9.174021099028221e-14	1.283404576925418e-09
YBR090C	-25.244459890648088	2.9030144574734518	5.425414392068813e-10	6.537026329454394e-10	9.174021099028221e-14	1.283404576925418e-09
YGL127C	-24.981810404806694	3.9263229274590183	1.5092978326013066e-08	4.5379701030032805e-08	2.216033929343931e-14	9.082958679360085e-09
YML026C	-24.7338511728489	77.69685793256546	0.37602248119900045	0.5110008058949993	1.2506705567238422e-61	1.0
YFR046C	-25.244459890648088	2.7785883832181053	4.849626098730567e-10	4.713733393368127e-10	1.1257698104852319e-13	1.0460686556461033e-09
YKL197C	-25.244459890648088	1.8929286124798093	6.366868909036511e-11	6.520560183690649e-11	4.832413133358842e-13	2.440401102858267e-10
YDR390C	-25.244459890648088	2.6418232481457453	2.651235526639904e-10	3.4641958595034697e-10	1.4097901579691802e-13	8.355075074803962e-10
YHR007C	-24.7338511728489	77.69685793256546	0.3768565276845301	0.7815908112491319	2.314565742030394e-34	1.0
YKL211C	-24.7338511728489	27.61662339792249	0.18876484784747363	1.909287443932375e-06	5.0781413741366245e-33	8.690162078561126e-06
YBR166C	-24.981810404806694	5.018891929496048	2.6594236449114095e-07	6.939736961017989e-08	3.643832179362182e-15	5.025168684972712e-08
YDR335W	-25.244459890648088	2.103884499245028	9.899740349418138e-11	9.958276253942276e-11	3.41552430886803e-13	3.463246156760895e-10
YGL160W	-24.981810404806694	4.6651474288929995	1.2044006415436813e-07	1.9788947936195314e-08	6.475553807880657e-15	2.4875982359782957e-08
YLR090W	-25.244459890648088	4.864743941615026	3.252725782002245e-06	1.737445132582187e-08	3.555985819074878e-15	2.3987829788582196e-08
YOL049W	-24.981810404806694	9.858316562350126	0.00690270977652575	8.268161554883721e-08	7.149589301387881e-19	2.9284165954648e-07
YNL151C	-24.981810404806694	15.697263797090145	0.05904969547997539	4.4280924609163774e-07	1.7749329746405697e-23	1.5500333699783502e-06
YGL047W	-25.244459890648088	2.9030144574734518	5.644637352423389e-10	6.790052601706337e-10	9.174021099028221e-14	1.283404576925418e-09
YOL108C	-25.244459890648088	3.3282538950643046	3.173992924316785e-09	3.1954852267824256e-09	4.557945249149649e-14	2.595204804537614e-09
YGR248W	-25.244459890648088	2.083182147609321	8.569767543860357e-11	9.519066632498408e-11	3.533841934505913e-13	3.3361527994338057e-10
YAL012W	-24.7338511728489	77.69685793256546	0.3734092050907842	1.2694710018671952e-07	8.923390938549727e-76	4.035493776417939e-08
YPR013C	-25.244459890648088	2.9030144574734518	6.925044123560562e-10	6.690215473717164e-10	9.174021099028221e-14	1.283404576925418e-09
YLR435W	-24.7338511728489	9.945794129994162	0.007078261261692481	0.016340913737314892	2.4823915781029403e-18	0.008759055825867355
YHR173C	-25.244459890648088	1.6320361351662982	4.0572561588444165e-11	4.119349431702918e-11	7.422417546477585e-13	1.589502412970901e-10
YDR025W	-24.7338511728489	77.69685793256546	0.3862867342266601	0.5257123298484196	6.296136072934502e-61	1.0
YCR038C	-25.244459890648088	1.7521877047313772	4.877991432589056e-11	5.0478426853421547e-11	6.091289213763974e-13	1.9364837408639798e-10
YOR104W	-25.244459890648088	2.9030144574734518	7.885298048792972e-10	6.739782454599897e-10	9.174021099028221e-14	1.283404576925418e-09
YBL005W	-25.244459890648088	1.7521877047313772	5.227300000579746e-11	5.047253790852159e-11	6.091289213763974e-13	1.9364837408639798e-10
YPL262W	-24.7338511728489	55.3358997400128	0.32190290923989645	2.235205467564722e-07	9.919582548339489e-57	2.3600852067459426e-07
YOR032W-A	-25.244459890648088	2.9030144574734518	6.249067531104697e-10	6.991531608471844e-10	9.174021099028221e-14	1.283404576925418e-09
YOR204W	-24.7338511728489	25.363500036789926	0.17085309952409689	7.543441561520903e-07	2.795487236585534e-31	3.241974031654986e-06
YPR032W	-25.244459890648088	1.9474588357152791	7.33558781523163e-11	7.240698926811832e-11	4.4178169670559244e-13	2.669191016195816e-10
YKL100C	-25.244459890648088	1.4830642833313445	3.1965439150471964e-11	3.2664111957879035e-11	9.483545329329467e-13	1.2443408986153681e-10
YMR269W	-25.244459890648088	3.189987659939227	1.5798663047565713e-09	1.4935865987914159e-09	5.721980384606017e-14	2.056731142120497e-09
YJR002W	-24.981810404806694	33.41044359556237	0.22552696412168963	2.2669232889512028e-07	2.668714032814783e-38	5.027122291275343e-07
YBR144C	-25.244459890648088	2.2743208033651934	1.6572722367245323e-10	1.4336862138777885e-10	2.580464297984443e-13	4.567329760686721e-10
YLR265C	-25.244459890648088	3.485703672997151	2.755319599762579e-09	2.530169095221562e-09	3.4983622849406514e-14	3.2882450258256567e-09
YMR273C	-25.244459890648088	1.9474588357152791	7.61650199101588e-11	7.232082088708577e-11	4.4178169670559244e-13	2.669191016195816e-10
YDR278C	-25.244459890648088	2.9030144574734518	7.198212022373091e-10	6.996556436987024e-10	9.174021099028221e-14	1.283404576925418e-09
YKL011C	-25.244459890648088	2.2743208033651934	1.3137270735123547e-10	1.44356393547508e-10	2.580464297984443e-13	4.567329760686721e-10
YDR436W	-25.244459890648088	1.8929286124798093	6.108606519577552e-11	6.526113455013009e-11	4.832413133358842e-13	2.440401102858267e-10
YDR400W	-25.244459890648088	2.9030144574734518	6.016845301591359e-10	7.183082800509216e-10	9.174021099028221e-14	1.283404576925418e-09
YLR060W	-24.7338511728489	77.69685793256546	0.3768217395048669	0.8057426297468598	4.5056229804818796e-27	1.0
YMR008C	-24.7338511728489	6.6365419437896955	0.00026021439708246027	1.9466722875487146e-07	3.119075965362642e-16	4.0061891580285677e-07
YGR205W	-24.996500658690294	2.6840660631294755	5.982621795242224e-10	5.237081663134657e-10	1.6852470499848602e-13	1.1525288833814183e-09
YOR008C	-24.981810404806694	7.074256559522106	0.0003153659054867049	4.891052692482969e-08	1.042405605258294e-16	1.3882978227647995e-07
YOL052C	-24.996500658690294	5.6252319344019055	1.0402206542538678e-06	7.671078667194144e-05	1.4347334597313066e-15	8.883151884662261e-07
YER161C	-24.981810404806694	6.694294508969717	0.00015041605577804788	4.2048554025081836e-07	2.2603924752894765e-16	5.015657001890276e-07
YMR299C	-25.244459890648088	3.080795289747459	1.193412849755713e-09	9.305590889453902e-10	6.814159818286728e-14	1.7020195570941017e-09
YLR167W	-24.7338511728489	77.69685793256546	0.3718730883354431	0.5169058880684945	2.3287156211212435e-61	1.0
YML059C	-24.996500658690294	2.257597858113085	2.0025187807364993e-10	1.776999467121503e-10	3.398850296589215e-13	5.693960642393464e-10
YNL047C	-25.244459890648088	1.8594918167193473	6.314325739432661e-11	6.128657163784828e-11	5.105652699203912e-13	2.309921576864629e-10
YLR119W	-25.244459890648088	2.2743208033651934	1.366460922117724e-10	1.442843769111734e-10	2.580464297984443e-13	4.567329760686721e-10
YGR191W	-24.7338511728489	22.19532417807963	0.1327851097163024	0.4403263668461259	6.4301871464164315e-19	0.9999999999254381
YBR241C	-24.996500658690294	3.9539573971592366	1.0585255034890484e-08	1.8410857568186977e-07	2.0866733606645e-14	9.978984353213063e-09
YER135C	-25.244459890648088	2.9030144574734518	5.935255824687246e-10	6.934073676822313e-10	9.174021099028221e-14	1.283404576925418e-09
YPL201C	-25.244459890648088	4.3769574816371195	5.5935052783599154e-08	1.2068157673583274e-08	8.063704063218734e-15	1.3022573508828548e-08
YHL024W	-24.996500658690294	3.45623199738664	6.072964668496508e-09	6.6370021117470566e-09	4.731828562347625e-14	4.15040180399864e-09
YOR270C	-24.7338511728489	172.4190930614351	0.43822622931009114	0.9283587991841885	0.010018161057293586	1.0
YDR473C	-25.244459890648088	2.3516914932207222	1.8975551418109236e-10	1.7223732260333614e-10	2.272083621282455e-13	5.186592699854919e-10
YHL007C	-25.244459890648088	3.1720865102013023	1.501994934894582e-09	1.4116228452006344e-09	5.892979471562357e-14	1.9971073073137183e-09
YCL059C	-24.7338511728489	36.86465444639568	0.24786188123741743	0.4923342642517106	8.761090523919207e-32	1.0
YPR005C	-25.244459890648088	3.080795289747459	9.63896371762981e-10	1.4553420730256877e-09	6.847834964950198e-14	1.727378285286066e-09
YNL046W	-25.244459890648088	3.080795289747459	7.071023677642756e-10	1.135813539663651e-09	6.847834964950198e-14	1.71888367095934e-09
YLR410W	-25.244459890648088	3.453959645295448	4.2020586839191985e-09	4.22686522056861e-09	3.706508849179455e-14	3.209046395298984e-09
YOR196C	-24.981810404806694	8.397907044804908	0.0023496619212167703	1.1520505294525099e-07	1.0536300068398505e-17	3.5081722801254664e-07
YER039C-A	-25.244459890648088	2.2107563851495162	1.0514417592374172e-10	1.251521633603762e-10	2.8648917171859264e-13	4.1143021743086924e-10
YBR072C-A	-25.244459890648088	3.080795289747459	7.08249510763481e-10	1.0309935289688941e-09	6.847834964950198e-14	1.7104308300374502e-09
YNL148C	-25.244459890648088	2.9030144574734518	6.17512423341114e-10	6.44043861758958e-10	9.174021099028221e-14	1.283404576925418e-09
YDL133W	-25.244459890648088	2.9030144574734518	6.141667538463802e-10	7.085140110457216e-10	9.174021099028221e-14	1.283404576925418e-09
YDR087C	-24.981810404806694	20.35105259244895	0.1085224529634661	1.324122459004694e-07	1.9791919322312994e-27	4.303251928567831e-07
YDR541C	-25.244459890648088	2.9030144574734518	7.890957954514793e-10	6.956670249956797e-10	9.174021099028221e-14	1.283404576925418e-09
YNL008C	-25.244459890648088	1.8929286124798093	6.241459879021864e-11	6.523926371843095e-11	4.832413133358842e-13	2.440401102858267e-10
YBR234C	-24.7338511728489	48.980086770723396	0.3124100878474621	7.358036067991946e-08	1.5674722825662574e-51	7.949102027000659e-08
YNR051C	-24.7338511728489	9.44680583523387	0.004860911317807739	9.839919177333414e-08	1.9329796336416513e-18	3.456088883305399e-07
YOL047C	-25.244459890648088	2.9030144574734518	4.942010621752437e-10	7.407963603611616e-10	9.174021099028221e-14	1.289380228928332e-09
YOR080W	-25.244459890648088	2.103884499245028	9.243071982900596e-11	9.911129194424493e-11	3.41552430886803e-13	3.451606562636954e-10
YEL035C	-25.244459890648088	2.9030144574734518	5.968714348289406e-10	6.976549036949872e-10	9.174021099028221e-14	1.283404576925418e-09
YML035C	-24.996500658690294	3.7338467913883737	1.544877124146508e-08	8.729794293367148e-09	2.997100244959329e-14	6.519419453464136e-09
YPL059W	-24.7338511728489	23.44084363417706	0.14538935698366148	0.22663106775736497	4.841603875760049e-27	0.999999991227562
YKR031C	-25.244459890648088	2.103884499245028	9.837633342017268e-11	9.909482281465917e-11	3.41552430886803e-13	3.451606562636954e-10
YIL052C	-24.7338511728489	77.69685793256546	0.37659043322507263	0.4896506068206257	1.1782664435477852e-62	1.0
YNL134C	-24.996500658690294	11.335721203881992	0.01510449676229751	2.8902986148599353e-07	5.681415842419549e-20	1.0868763307157848e-06
YMR314W	-24.7338511728489	27.219859483178205	0.18442201458854937	2.5117057437341507e-07	5.1604507509529945e-33	6.853965863818883e-07
YOR350C	-25.244459890648088	1.7521877047313772	5.105277968402323e-11	5.046251347321883e-11	6.091289213763974e-13	1.9364837408639798e-10
YDR098C	-24.7338511728489	14.144608665476627	0.04321156435443016	1.1360650348762266e-06	4.802935123853593e-22	3.942127128859652e-06
YER010C	-24.981810404806694	6.994067152766466	0.0002089367113280821	0.0007557014679086462	1.6123082109858656e-16	2.0818739083387376e-05
YDR260C	-24.981810404806694	4.922892038777811	9.200014488442225e-07	4.500104718724934e-08	4.2343445080906956e-15	3.910048560992415e-08
YMR105C	-24.996500658690294	29.241457966667152	0.19660990961030916	3.6895442074773895e-07	9.964363732471768e-35	1.0500646069376757e-06
YOR299W	-25.244459890648088	1.7521877047313772	4.958105688668219e-11	5.0476440761761066e-11	6.091289213763974e-13	1.9364837408639798e-10
YPL193W	-25.244459890648088	3.3282538950643046	2.7433723058250908e-09	1.7743019843704376e-09	4.533735348288051e-14	2.5540701395929596e-09
YCR034W	-24.7338511728489	35.10792083249516	0.24211662651915422	0.4977963029021	4.391476315262903e-30	1.0
YLR267W	-25.244459890648088	1.8594918167193473	6.185549627676926e-11	6.12645739401432e-11	5.105652699203912e-13	2.309921576864629e-10
YKR039W	-24.996500658690294	30.911199183576503	0.20920019136245574	6.668805705372652e-08	2.3770955062681485e-36	1.5228954988996375e-07
YNL265C	-25.244459890648088	3.0017728344372263	6.905516598198216e-10	9.34027574299476e-10	7.798424079651805e-14	1.5095511681071722e-09
YDR086C	-24.7338511728489	77.69685793256546	0.3786914898820357	0.4524412482664807	3.2018208739184485e-64	1.0
YDR310C	-25.244459890648088	2.103884499245028	9.291771986038047e-11	9.90742317600712e-11	3.41552430886803e-13	3.451606562636954e-10
YDR365C	-24.7338511728489	18.78342368932654	0.0881310541462902	8.884329873476618e-07	8.426169719352818e-26	4.5953226915448295e-06
YNL123W	-24.996500658690294	2.386510862355032	2.2237234753702206e-10	2.417834961368289e-10	2.7493923160189305e-13	7.064455262679676e-10
YMR011W	-24.7338511728489	56.407235049048296	0.33260770439963755	1.51849404246455e-06	3.25234551172304e-57	3.88490057343709e-06
YHR210C	-24.996500658690294	3.9539573971592366	3.247557749080085e-08	1.2248687792051541e-08	2.0866733606645e-14	9.1910554625828e-09
YJL198W	-24.996500658690294	3.09616798356232	1.4945640789155543e-09	1.4995603378625306e-09	8.555755678369516e-14	2.2589434857345825e-09
YDR040C	-24.996500658690294	5.933086466877957	1.3548886590287115e-05	1.071982428634878e-07	7.74593884401182e-16	1.3400278683558893e-07
YAL065C	-24.981810404806694	3.3144611686141157	2.115294185646436e-09	2.862356727617993e-09	6.063031665852828e-14	3.2815724330900487e-09
YNL175C	-24.7338511728489	52.77112210299072	0.32753934967761344	3.248009930779995e-07	1.6008817507120136e-54	3.5395024132674766e-07
YGL221C	-24.7338511728489	8.453587412088641	0.002687368100943142	7.599830207599383e-07	1.4076464659834957e-17	1.834442130334265e-06
YNR012W	-25.244459890648088	2.9030144574734518	5.5279506742348e-10	7.107897914613398e-10	9.174021099028221e-14	1.283404576925418e-09
YGR066C	-25.244459890648088	2.9030144574734518	7.649083321021296e-10	7.332681381697615e-10	9.174021099028221e-14	1.283404576925418e-09
YKL016C	-24.7338511728489	35.10792083249516	0.24187746957200099	7.401189913547159e-07	1.5871383560883316e-39	1.3734368442768547e-06
YCR028C	-25.244459890648088	2.9030144574734518	6.390657452413542e-10	8.614147699592294e-10	9.174021099028221e-14	1.289380228928332e-09
YBR066C	-25.244459890648088	3.080795289747459	1.398814555598539e-09	1.3867740220659869e-09	6.847834964950198e-14	1.727378285286066e-09
YHR140W	-25.244459890648088	2.5013157081427693	2.253967003315053e-10	2.462910596599171e-10	1.7763679176741054e-13	6.632382343958832e-10
YKL137W	-24.981810404806694	4.922892038777811	5.688004820785051e-07	2.3316545188972154e-06	4.3015841699112e-15	5.070829821655362e-08
YMR073C	-24.981810404806694	4.922892038777811	5.129714565572414e-06	3.3872944892709573e-06	4.335603349269477e-15	5.529824270647257e-08
YGR099W	-25.244459890648088	1.48298500944941	3.2882811989677156e-11	3.265973486652112e-11	9.484782090084512e-13	1.2441788015806678e-10
YPL067C	-24.996500658690294	3.9539573971592366	1.5815534047345388e-08	8.187680015907854e-09	2.0735127296469e-14	8.848686163996532e-09
YLL064C	-24.7338511728489	56.407235049048296	0.32317554192694004	0.3755819817778736	1.2524002878401614e-50	1.0
YMR090W	-24.996500658690294	4.569008445045017	2.034916964896203e-06	2.1077752671527733e-08	7.531603109617966e-15	2.2118158874866735e-08
