feature	param0_importance	param1_importance	Category8	Category6
brown fat_E-MTAB-9192_466	0	0	Gene_expression	Gene_expression
carotid body_E-GEOD-72165_275	0	0.00544561385030115	Gene_expression	Gene_expression
CDS_GC_content	0.0289029700487566	0.00373021866801528	gene_structure	gene_structure
CDS_length	0.0213845778857209	0.0443502730908656	gene_structure	gene_structure
cecum_E-GEOD-44366_75	0	0	Gene_expression	Gene_expression
cerebellar hemisphere_E-MTAB-7279_10	0.0023580598244254	0	Gene_expression	Gene_expression
cerebellum_E-GEOD-65775_129	0	0	Gene_expression	Gene_expression
cerebellum_E-GEOD-65775_421	0	0	Gene_expression	Gene_expression
cerebellum_E-GEOD-65775_497	0	0	Gene_expression	Gene_expression
cerebellum_E-GEOD-65775_524	0	0	Gene_expression	Gene_expression
cerebellum_E-GEOD-79929_182	0	0	Gene_expression	Gene_expression
cerebellum_E-GEOD-79929_312	0	0	Gene_expression	Gene_expression
cerebellum_E-GEOD-79929_415	0	0	Gene_expression	Gene_expression
cerebellum_E-GEOD-79929_625	0	0	Gene_expression	Gene_expression
cerebellum_E-MTAB-6798_117	0	0	Gene_expression	Gene_expression
cerebellum_E-MTAB-6798_141	0.00188715273082621	0	Gene_expression	Gene_expression
cerebellum_E-MTAB-6798_158	0	0.0125291110161542	Gene_expression	Gene_expression
cerebellum_E-MTAB-6798_283	0	0	Gene_expression	Gene_expression
cerebellum_E-MTAB-6798_314	0	0	Gene_expression	Gene_expression
cerebellum_E-MTAB-6798_371	0.00069355633745353	0.00977490926502449	Gene_expression	Gene_expression
cerebellum_E-MTAB-6798_496	0	0	Gene_expression	Gene_expression
cerebellum_E-MTAB-6798_516	0	0	Gene_expression	Gene_expression
cerebellum_E-MTAB-6798_525	0	0	Gene_expression	Gene_expression
cerebellum_E-MTAB-6798_536	0.00276431243508246	0	Gene_expression	Gene_expression
cerebellum_E-MTAB-6798_555	0	0	Gene_expression	Gene_expression
cerebellum_E-MTAB-6798_556	0.0017839929849623	0	Gene_expression	Gene_expression
cerebellum_E-MTAB-6798_562	0	0	Gene_expression	Gene_expression
cerebellum_E-MTAB-6798_586	0	0	Gene_expression	Gene_expression
cerebellum_E-MTAB-6798_622	0	0	Gene_expression	Gene_expression
cerebellum_E-MTAB-6798_659	0.00353618695806271	0	Gene_expression	Gene_expression
cerebellum_E-MTAB-6798_684	0	0	Gene_expression	Gene_expression
cerebellum_E-MTAB-6798_99	0	0	Gene_expression	Gene_expression
cerebellum_E-MTAB-8838_276	0	0	Gene_expression	Gene_expression
cerebellum_E-MTAB-8838_547	0	0	Gene_expression	Gene_expression
cerebellum_E-MTAB-8838_63	0.00099390361361741	0	Gene_expression	Gene_expression
cerebral cortex_E-GEOD-58261_264	0	0	Gene_expression	Gene_expression
cerebral cortex_E-GEOD-58261_292	0	0	Gene_expression	Gene_expression
cerebral cortex_E-GEOD-58261_493	0	0	Gene_expression	Gene_expression
cerebral cortex_E-GEOD-58261_553	0	0	Gene_expression	Gene_expression
cerebral cortex_E-MTAB-7279_113	0	0	Gene_expression	Gene_expression
cerebral cortex_E-MTAB-8279_120	0	0.00298751154943824	Gene_expression	Gene_expression
cerebral cortex_E-MTAB-8279_234	0	0	Gene_expression	Gene_expression
cerebral cortex_E-MTAB-8838_229	0	0	Gene_expression	Gene_expression
cerebral cortex_E-MTAB-8838_508	0	0	Gene_expression	Gene_expression
cerebral hemisphere_E-MTAB-6798_11	0	0	Gene_expression	Gene_expression
cerebral hemisphere_E-MTAB-6798_242	0	0	Gene_expression	Gene_expression
cerebral hemisphere_E-MTAB-6798_257	0	0	Gene_expression	Gene_expression
cerebral hemisphere_E-MTAB-6798_28	0	0	Gene_expression	Gene_expression
cerebral hemisphere_E-MTAB-6798_326	0	0	Gene_expression	Gene_expression
cerebral hemisphere_E-MTAB-6798_338	0	0	Gene_expression	Gene_expression
cerebral hemisphere_E-MTAB-6798_405	0	0	Gene_expression	Gene_expression
cerebral hemisphere_E-MTAB-6798_414	0	0	Gene_expression	Gene_expression
cerebral hemisphere_E-MTAB-6798_417	0	0.00224565399572971	Gene_expression	Gene_expression
cerebral hemisphere_E-MTAB-6798_426	0	0	Gene_expression	Gene_expression
cerebral hemisphere_E-MTAB-6798_428	0.00068624503301986	0	Gene_expression	Gene_expression
cerebral hemisphere_E-MTAB-6798_479	0	0	Gene_expression	Gene_expression
cerebral hemisphere_E-MTAB-6798_512	0	0	Gene_expression	Gene_expression
cerebral hemisphere_E-MTAB-6798_574	0	0	Gene_expression	Gene_expression
cerebral hemisphere_E-MTAB-6798_588	0	0	Gene_expression	Gene_expression
cerebral hemisphere_E-MTAB-6798_593	0	0.00062605897461585	Gene_expression	Gene_expression
cerebral hemisphere_E-MTAB-6798_648	0	0	Gene_expression	Gene_expression
cerebral hemisphere_E-MTAB-6798_662	0	0.00726540709752345	Gene_expression	Gene_expression
cerebral hemisphere_E-MTAB-6798_663	0	0	Gene_expression	Gene_expression
cerebral hemisphere_E-MTAB-6798_695	0	0	Gene_expression	Gene_expression
Charged_percent	0	0.0144416412756322	aa_composition	aa_composition
Closeness_Centrality	0.00388774277022041	0.00150549994276549	ppi	ppi
Closeness_Centrality_Deciles	0	0	ppi	ppi
Closeness_Centrality_Percentiles	0.00106383072345321	0	ppi	ppi
Closeness_Centrality_Quartiles	0	0	ppi	ppi
Clustering_Coefficient	0.00273181806880965	0.00649971483850934	ppi	ppi
Clustering_Coefficient_Deciles	0	0	ppi	ppi
Clustering_Coefficient_Percentiles	0	0	ppi	ppi
cochlea_E-MTAB-8668_109	0	0	Gene_expression	Gene_expression
cochlea_E-MTAB-8668_587	0	0.00109720554399459	Gene_expression	Gene_expression
colon_E-MTAB-9148_252	0	0	Gene_expression	Gene_expression
colon_E-MTAB-9148_47	0	0	Gene_expression	Gene_expression
corpus callosum_E-GEOD-65775_130	0	0	Gene_expression	Gene_expression
corpus callosum_E-GEOD-65775_134	0	0	Gene_expression	Gene_expression
corpus callosum_E-GEOD-65775_160	0	0	Gene_expression	Gene_expression
corpus callosum_E-GEOD-65775_395	0	0	Gene_expression	Gene_expression
corpus striatum_E-GEOD-45278_384	0	0	Gene_expression	Gene_expression
corpus striatum_E-MTAB-5020_227	0	0	Gene_expression	Gene_expression
corpus striatum_E-MTAB-5020_288	0	0	Gene_expression	Gene_expression
corpus striatum_E-MTAB-5020_29	0	0	Gene_expression	Gene_expression
corpus striatum_E-MTAB-5020_539	0	0	Gene_expression	Gene_expression
corpus striatum_E-MTAB-5020_561	0	0	Gene_expression	Gene_expression
corpus striatum_E-MTAB-5020_578	0	0	Gene_expression	Gene_expression
corpus striatum_E-MTAB-5020_679	0	0	Gene_expression	Gene_expression
corpus striatum_E-MTAB-5020_680	0	0	Gene_expression	Gene_expression
corpus striatum_E-MTAB-7279_315	0	0	Gene_expression	Gene_expression
corpus striatum_E-MTAB-8240_243	0	0.00257666189955087	Gene_expression	Gene_expression
corpus striatum_E-MTAB-8240_370	0	0	Gene_expression	Gene_expression
crypt of lieberkuhn_E-MTAB-9180_633	0	0	Gene_expression	Gene_expression
crypt of lieberkuhn_E-MTAB-9180_645	0.00235811393219755	0.00157009548300217	Gene_expression	Gene_expression
Cys_percent	0	0.00199970695311572	aa_composition	aa_composition
Degree_Centrality	0.00285133220338667	0	ppi	ppi
Degree_Centrality_Percentiles	0	0	ppi	ppi
dentate gyrus_E-GEOD-45278_399	0	0	Gene_expression	Gene_expression
diencephalon_E-GEOD-65775_262	0	0	Gene_expression	Gene_expression
diencephalon_E-GEOD-65775_271	0	0	Gene_expression	Gene_expression
diencephalon_E-GEOD-65775_438	0	0	Gene_expression	Gene_expression
diencephalon_E-GEOD-65775_519	0	0	Gene_expression	Gene_expression
dorsal raphe nucleus_E-GEOD-70484_407	0	0	Gene_expression	Gene_expression
dorsal raphe nucleus_E-GEOD-70484_449	0	0.00176983872698973	Gene_expression	Gene_expression
dorsal raphe nucleus_E-GEOD-70484_456	0	0	Gene_expression	Gene_expression
dorsal raphe nucleus_E-GEOD-70484_68	0	0	Gene_expression	Gene_expression
Eigenvector_Centrality	0.00214712872131658	0	ppi	ppi
Eigenvector_Centrality_Deciles	0	0.00155439459307498	ppi	ppi
Eigenvector_Centrality_Percentiles	0	0	ppi	ppi
Eigenvector_Centrality_Quartiles	0	3.69881051377531e-05	ppi	ppi
embryo_E-ERAD-352_34	0	0	Gene_expression	Gene_expression
embryo_E-ERAD-352_46	0	0	Gene_expression	Gene_expression
embryo_E-ERAD-352_601	0	0	Gene_expression	Gene_expression
embryo_E-ERAD-352_62	0	0	Gene_expression	Gene_expression
embryo_E-ERAD-352_635	0	0	Gene_expression	Gene_expression
embryo_E-ERAD-352_675	0	0	Gene_expression	Gene_expression
embryo_E-ERAD-352_690	0	0	Gene_expression	Gene_expression
embryo_E-ERAD-352_691	0	0	Gene_expression	Gene_expression
embryo_E-ERAD-401_106	0	0	Gene_expression	Gene_expression
embryo_E-ERAD-401_136	0	0	Gene_expression	Gene_expression
embryo_E-ERAD-401_152	0	0	Gene_expression	Gene_expression
embryo_E-ERAD-401_155	0	0	Gene_expression	Gene_expression
embryo_E-ERAD-401_164	0	0	Gene_expression	Gene_expression
embryo_E-ERAD-401_165	0	0	Gene_expression	Gene_expression
embryo_E-ERAD-401_179	0	0.00157244271390877	Gene_expression	Gene_expression
embryo_E-ERAD-401_190	0	0	Gene_expression	Gene_expression
embryo_E-ERAD-401_195	0	0	Gene_expression	Gene_expression
embryo_E-ERAD-401_198	0	0	Gene_expression	Gene_expression
embryo_E-ERAD-401_206	0	0	Gene_expression	Gene_expression
embryo_E-ERAD-401_215	0	0	Gene_expression	Gene_expression
embryo_E-ERAD-401_217	0	0	Gene_expression	Gene_expression
embryo_E-ERAD-401_286	0	0	Gene_expression	Gene_expression
embryo_E-ERAD-401_295	0	0	Gene_expression	Gene_expression
embryo_E-ERAD-401_359	0	0	Gene_expression	Gene_expression
embryo_E-ERAD-401_360	0	0	Gene_expression	Gene_expression
embryo_E-ERAD-401_379	0	0	Gene_expression	Gene_expression
embryo_E-ERAD-401_39	0	0	Gene_expression	Gene_expression
embryo_E-ERAD-401_392	0	0	Gene_expression	Gene_expression
embryo_E-ERAD-401_429	0	0	Gene_expression	Gene_expression
embryo_E-ERAD-401_430	0	0	Gene_expression	Gene_expression
embryo_E-ERAD-401_442	0	0	Gene_expression	Gene_expression
embryo_E-ERAD-401_448	0	0	Gene_expression	Gene_expression
embryo_E-ERAD-401_452	0	0	Gene_expression	Gene_expression
embryo_E-ERAD-401_473	0	0	Gene_expression	Gene_expression
embryo_E-ERAD-401_484	0	0	Gene_expression	Gene_expression
embryo_E-ERAD-401_486	0	0	Gene_expression	Gene_expression
embryo_E-ERAD-401_490	0	0.00351102642847602	Gene_expression	Gene_expression
embryo_E-ERAD-401_492	0	0	Gene_expression	Gene_expression
embryo_E-ERAD-401_499	0	0	Gene_expression	Gene_expression
embryo_E-ERAD-401_5	0	0	Gene_expression	Gene_expression
embryo_E-ERAD-401_502	0	0	Gene_expression	Gene_expression
embryo_E-ERAD-401_505	0	0	Gene_expression	Gene_expression
embryo_E-ERAD-401_509	0.0002194245663343	0	Gene_expression	Gene_expression
embryo_E-ERAD-401_515	0	0	Gene_expression	Gene_expression
embryo_E-ERAD-401_522	0	0	Gene_expression	Gene_expression
embryo_E-ERAD-401_528	0	0	Gene_expression	Gene_expression
embryo_E-ERAD-401_535	0	0	Gene_expression	Gene_expression
embryo_E-ERAD-401_540	0	0	Gene_expression	Gene_expression
embryo_E-ERAD-401_560	0	0	Gene_expression	Gene_expression
embryo_E-ERAD-401_568	0	0	Gene_expression	Gene_expression
embryo_E-ERAD-401_579	0.00101821532177454	0	Gene_expression	Gene_expression
embryo_E-ERAD-401_580	0	0	Gene_expression	Gene_expression
embryo_E-ERAD-401_584	0	0	Gene_expression	Gene_expression
embryo_E-ERAD-401_610	0	0	Gene_expression	Gene_expression
embryo_E-ERAD-401_618	0	0	Gene_expression	Gene_expression
embryo_E-ERAD-401_623	0	0	Gene_expression	Gene_expression
embryo_E-ERAD-401_624	0	0	Gene_expression	Gene_expression
embryo_E-ERAD-401_631	0	0	Gene_expression	Gene_expression
embryo_E-ERAD-401_66	0	0.00031757149368558	Gene_expression	Gene_expression
embryo_E-ERAD-401_74	0	0	Gene_expression	Gene_expression
embryo_E-ERAD-499_212	0	0	Gene_expression	Gene_expression
embryo_E-ERAD-499_238	0	0	Gene_expression	Gene_expression
embryo_E-ERAD-499_307	0	0	Gene_expression	Gene_expression
embryo_E-ERAD-499_369	0	0	Gene_expression	Gene_expression
embryo_E-ERAD-499_61	0	0	Gene_expression	Gene_expression
embryo_E-ERAD-499_8	0	0	Gene_expression	Gene_expression
embryo_E-ERAD-499_9	0	0	Gene_expression	Gene_expression
embryo_E-GEOD-63813_110	0	0	Gene_expression	Gene_expression
embryo_E-GEOD-63813_228	0	0	Gene_expression	Gene_expression
embryo_E-GEOD-63813_287	0	0	Gene_expression	Gene_expression
embryo_E-GEOD-63813_297	0	0	Gene_expression	Gene_expression
embryo_E-GEOD-63813_348	0	0	Gene_expression	Gene_expression
embryo_E-GEOD-63813_358	0	0	Gene_expression	Gene_expression
embryo_E-GEOD-63813_533	0	0	Gene_expression	Gene_expression
embryo_E-GEOD-63813_56	0	0	Gene_expression	Gene_expression
embryo_E-MTAB-6336_171	0	0	Gene_expression	Gene_expression
embryo_E-MTAB-6336_458	0	0	Gene_expression	Gene_expression
endocrine pancreas_E-MTAB-9538_331	0	0	Gene_expression	Gene_expression
endocrine pancreas_E-MTAB-9538_7	0.00256847461885405	0	Gene_expression	Gene_expression
exon_count	0.0165030228625583	0.0213236590797673	gene_structure	gene_structure
eye_E-GEOD-63810_396	0	0	Gene_expression	Gene_expression
eye_E-GEOD-63810_89	0	0	Gene_expression	Gene_expression
femur diaphysis_E-GEOD-53105_107	0.00128654238661631	0	Gene_expression	Gene_expression
femur diaphysis_E-GEOD-53105_173	0	0.00135835038022117	Gene_expression	Gene_expression
femur metaphysis_E-GEOD-53105_184	0	0	Gene_expression	Gene_expression
femur metaphysis_E-GEOD-53105_277	0	0	Gene_expression	Gene_expression
fiveUTR_GC_content	0	0.00409704489029147	gene_structure	gene_structure
future brain floor plate_E-GEOD-55966_606	0	0	Gene_expression	Gene_expression
future brain_E-GEOD-55966_48	0	0	Gene_expression	Gene_expression
future brain_E-GEOD-55966_698	0	0	Gene_expression	Gene_expression
gastrocnemius muscle_E-GEOD-55163_143	0	0	Gene_expression	Gene_expression
gastrocnemius muscle_E-GEOD-55163_168	0	0	Gene_expression	Gene_expression
gastrocnemius muscle_E-GEOD-65775_125	0.0010968362326703	0	Gene_expression	Gene_expression
gastrocnemius muscle_E-GEOD-65775_268	0	0	Gene_expression	Gene_expression
gastrocnemius muscle_E-GEOD-65775_282	0	0	Gene_expression	Gene_expression
gastrocnemius muscle_E-GEOD-65775_455	0	0	Gene_expression	Gene_expression
gene_mean_cM_weighted	0.0870508211321435	0.0295672672070387	gene_structure	gene_structure
Gln_percent	0.00145880302259572	0.0041867879943597	aa_composition	aa_composition
Glu_percent	0.00072403088443375	0	aa_composition	aa_composition
Gly_percent	0.00620124924839935	0.00832341046804474	aa_composition	aa_composition
GO:0000015	0	0	GO_terms	GO_terms
GO:0000038	0	0	GO_terms	GO_terms
GO:0000045	0	0	GO_terms	GO_terms
GO:0000050	0	0	GO_terms	GO_terms
GO:0000055	0	0	GO_terms	GO_terms
GO:0000062	0	0	GO_terms	GO_terms
GO:0000076	0	0.00599027102661796	GO_terms	GO_terms
GO:0000082	0	0	GO_terms	GO_terms
GO:0000086	0	0	GO_terms	GO_terms
GO:0000118	0	0	GO_terms	GO_terms
GO:0000122	0	0	GO_terms	GO_terms
GO:0000123	0	0	GO_terms	GO_terms
GO:0000124	0	0	GO_terms	GO_terms
GO:0000139	0	0	GO_terms	GO_terms
GO:0000145	0	0	GO_terms	GO_terms
GO:0000146	0	0	GO_terms	GO_terms
GO:0000149	0	0	GO_terms	GO_terms
GO:0000151	0	0	GO_terms	GO_terms
GO:0000159	0	0	GO_terms	GO_terms
GO:0000165	0	0	GO_terms	GO_terms
GO:0000166	0	0	GO_terms	GO_terms
GO:0000209	0	0	GO_terms	GO_terms
GO:0000220	0	0	GO_terms	GO_terms
GO:0000221	0	0	GO_terms	GO_terms
GO:0000226	0	0	GO_terms	GO_terms
GO:0000244	0	0.00011956745114095	GO_terms	GO_terms
GO:0000245	0	0	GO_terms	GO_terms
GO:0000271	0	0	GO_terms	GO_terms
GO:0000281	0	0	GO_terms	GO_terms
GO:0000287	0.00027125969615832	0	GO_terms	GO_terms
GO:0000288	0	0	GO_terms	GO_terms
GO:0000307	0	0	GO_terms	GO_terms
GO:0000322	0	0	GO_terms	GO_terms
GO:0000338	0	0	GO_terms	GO_terms
GO:0000380	0	0	GO_terms	GO_terms
GO:0000381	0	0	GO_terms	GO_terms
GO:0000398	0	0	GO_terms	GO_terms
GO:0000405	0	0	GO_terms	GO_terms
GO:0000407	0	0	GO_terms	GO_terms
GO:0000421	0	0	GO_terms	GO_terms
GO:0000423	0	0	GO_terms	GO_terms
GO:0000439	0	0	GO_terms	GO_terms
GO:0000502	0	0	GO_terms	GO_terms
GO:0000712	0	0	GO_terms	GO_terms
GO:0000774	0	0	GO_terms	GO_terms
GO:0000776	0	0	GO_terms	GO_terms
GO:0000779	0	0	GO_terms	GO_terms
GO:0000785	0	0	GO_terms	GO_terms
GO:0000786	0	0	GO_terms	GO_terms
GO:0000791	0	0	GO_terms	GO_terms
GO:0000800	0	0	GO_terms	GO_terms
GO:0000810	0	0	GO_terms	GO_terms
GO:0000812	0	0	GO_terms	GO_terms
GO:0000815	0	0	GO_terms	GO_terms
GO:0000900	0	0	GO_terms	GO_terms
GO:0000902	0	0	GO_terms	GO_terms
GO:0000922	0	0	GO_terms	GO_terms
GO:0000930	0	0	GO_terms	GO_terms
GO:0000932	0	0	GO_terms	GO_terms
GO:0000939	0	0	GO_terms	GO_terms
GO:0000940	0	0	GO_terms	GO_terms
GO:0000972	0	0	GO_terms	GO_terms
GO:0000974	0	0	GO_terms	GO_terms
GO:0000976	0	0	GO_terms	GO_terms
GO:0000977	0	0	GO_terms	GO_terms
GO:0000978	0.00150006851039848	0	GO_terms	GO_terms
GO:0000979	0	0	GO_terms	GO_terms
GO:0000987	0	0	GO_terms	GO_terms
GO:0001046	0	0	GO_terms	GO_terms
GO:0001111	0	0	GO_terms	GO_terms
GO:0001161	0	0	GO_terms	GO_terms
GO:0001164	0	0	GO_terms	GO_terms
GO:0001216	0	0	GO_terms	GO_terms
GO:0001221	0	0	GO_terms	GO_terms
GO:0001222	0	0	GO_terms	GO_terms
GO:0001223	0	0	GO_terms	GO_terms
GO:0001227	0	0	GO_terms	GO_terms
GO:0001228	0	0	GO_terms	GO_terms
GO:0001501	0	0	GO_terms	GO_terms
GO:0001502	0	0	GO_terms	GO_terms
GO:0001503	0	0	GO_terms	GO_terms
GO:0001504	0	0	GO_terms	GO_terms
GO:0001508	0	0	GO_terms	GO_terms
GO:0001518	0	0	GO_terms	GO_terms
GO:0001525	0	0	GO_terms	GO_terms
GO:0001540	0	0	GO_terms	GO_terms
GO:0001550	0	0	GO_terms	GO_terms
GO:0001553	0	0	GO_terms	GO_terms
GO:0001568	0	0	GO_terms	GO_terms
GO:0001569	0	0	GO_terms	GO_terms
GO:0001570	0	0	GO_terms	GO_terms
GO:0001580	0	0	GO_terms	GO_terms
GO:0001594	0	0	GO_terms	GO_terms
GO:0001618	0	0.00172380135777665	GO_terms	GO_terms
GO:0001640	0	0	GO_terms	GO_terms
GO:0001642	0	0	GO_terms	GO_terms
GO:0001649	0	0	GO_terms	GO_terms
GO:0001651	0	0	GO_terms	GO_terms
GO:0001654	0	0	GO_terms	GO_terms
GO:0001655	0	0	GO_terms	GO_terms
GO:0001656	0	0	GO_terms	GO_terms
GO:0001657	0	0	GO_terms	GO_terms
GO:0001658	0	0	GO_terms	GO_terms
GO:0001662	0	0	GO_terms	GO_terms
GO:0001666	0	0	GO_terms	GO_terms
GO:0001676	0	0	GO_terms	GO_terms
GO:0001678	0	0	GO_terms	GO_terms
GO:0001701	0	0	GO_terms	GO_terms
GO:0001702	0	0	GO_terms	GO_terms
GO:0001707	0	0	GO_terms	GO_terms
GO:0001708	0	0	GO_terms	GO_terms
GO:0001709	0	0	GO_terms	GO_terms
GO:0001725	0	0	GO_terms	GO_terms
GO:0001726	0	0	GO_terms	GO_terms
GO:0001730	0	0	GO_terms	GO_terms
GO:0001732	0	0	GO_terms	GO_terms
GO:0001739	0	0	GO_terms	GO_terms
GO:0001755	0	0	GO_terms	GO_terms
GO:0001756	0	0	GO_terms	GO_terms
GO:0001759	0	0	GO_terms	GO_terms
GO:0001764	0	0	GO_terms	GO_terms
GO:0001778	0	0	GO_terms	GO_terms
GO:0001782	0	0	GO_terms	GO_terms
GO:0001784	0	0	GO_terms	GO_terms
GO:0001788	0	0	GO_terms	GO_terms
GO:0001791	0	0	GO_terms	GO_terms
GO:0001817	0.00034744904384112	0	GO_terms	GO_terms
GO:0001822	0.00118759473544368	0	GO_terms	GO_terms
GO:0001823	0	0	GO_terms	GO_terms
GO:0001837	0	0	GO_terms	GO_terms
GO:0001843	0	0	GO_terms	GO_terms
GO:0001872	0	0	GO_terms	GO_terms
GO:0001889	0	0	GO_terms	GO_terms
GO:0001890	0	0	GO_terms	GO_terms
GO:0001894	0	0	GO_terms	GO_terms
GO:0001913	0	0	GO_terms	GO_terms
GO:0001916	0	0	GO_terms	GO_terms
GO:0001917	0	0	GO_terms	GO_terms
GO:0001932	0	0	GO_terms	GO_terms
GO:0001933	0	0	GO_terms	GO_terms
GO:0001934	0	0	GO_terms	GO_terms
GO:0001935	0	0	GO_terms	GO_terms
GO:0001937	0	0	GO_terms	GO_terms
GO:0001938	0	0	GO_terms	GO_terms
GO:0001944	0	0	GO_terms	GO_terms
GO:0001947	0	0	GO_terms	GO_terms
GO:0001958	0	0	GO_terms	GO_terms
GO:0001964	0	0	GO_terms	GO_terms
GO:0001967	0	0	GO_terms	GO_terms
GO:0001975	0	0	GO_terms	GO_terms
GO:0002011	0	0	GO_terms	GO_terms
GO:0002021	0	0	GO_terms	GO_terms
GO:0002026	0	0	GO_terms	GO_terms
GO:0002027	0	0	GO_terms	GO_terms
GO:0002028	0	0	GO_terms	GO_terms
GO:0002029	0	0	GO_terms	GO_terms
GO:0002031	0	0	GO_terms	GO_terms
GO:0002039	0	0	GO_terms	GO_terms
GO:0002052	0	0	GO_terms	GO_terms
GO:0002053	0	0	GO_terms	GO_terms
GO:0002062	0	0	GO_terms	GO_terms
GO:0002063	0	0	GO_terms	GO_terms
